UV 1_280_ml,UV 1_280_mAU,UV 2_485_ml,UV 2_485_mAU
-0.564969,0.53619,-0.421442,-0.162436
-0.564897,0.517138,-0.421084,-0.158344
-0.564826,0.498127,-0.420727,-0.154329
-0.564754,0.484914,-0.42037,-0.150856
-0.564683,0.475098,-0.420012,-0.147283
-0.564612,0.478779,-0.419655,-0.143288
-0.56454,0.482649,-0.419298,-0.138939
-0.564469,0.48651,-0.41894,-0.134095
-0.564397,0.490495,-0.418583,-0.135255
-0.564326,0.494517,-0.418225,-0.140027
-0.564254,0.498356,-0.417868,-0.155327
-0.564183,0.502273,-0.417511,-0.166141
-0.564111,0.506292,-0.417153,-0.172711
-0.56404,0.51014,-0.416796,-0.168044
-0.563968,0.513987,-0.416438,-0.162652
-0.563897,0.517983,-0.416081,-0.159476
-0.563825,0.521973,-0.415724,-0.158864
-0.563754,0.525958,-0.415366,-0.159712
-0.563682,0.529749,-0.415009,-0.15806
-0.563611,0.531704,-0.414652,-0.155258
-0.56354,0.528997,-0.414294,-0.150649
-0.563468,0.516784,-0.413937,-0.14728
-0.563397,0.499884,-0.413579,-0.144561
-0.563325,0.483026,-0.413222,-0.143508
-0.563254,0.466186,-0.412865,-0.142426
-0.563182,0.449372,-0.412507,-0.141315
-0.563111,0.432592,-0.41215,-0.140163
-0.563039,0.415827,-0.411793,-0.139795
-0.562968,0.399097,-0.411435,-0.141641
-0.562896,0.382391,-0.411078,-0.145271
-0.562825,0.365703,-0.41072,-0.14987
-0.562753,0.349052,-0.410363,-0.148264
-0.562682,0.332417,-0.410006,-0.1447
-0.56261,0.315809,-0.409648,-0.137792
-0.562539,0.299227,-0.409291,-0.135557
-0.562468,0.282661,-0.408934,-0.135446
-0.562396,0.273157,-0.408576,-0.139512
-0.562325,0.269784,-0.408219,-0.143083
-0.562253,0.275239,-0.407861,-0.146149
-0.562182,0.280685,-0.407504,-0.148523
-0.56211,0.286151,-0.407147,-0.149795
-0.562039,0.291868,-0.406789,-0.14806
-0.561967,0.297435,-0.406432,-0.144738
-0.561896,0.302854,-0.406074,-0.140474
-0.561824,0.308501,-0.405717,-0.14034
-0.561753,0.314119,-0.40536,-0.141177
-0.561681,0.319515,-0.405002,-0.143645
-0.56161,0.325066,-0.404645,-0.146634
-0.561538,0.330733,-0.404288,-0.149875
-0.561467,0.336113,-0.40393,-0.15365
-0.561395,0.341566,-0.403573,-0.153778
-0.561324,0.34721,-0.403215,-0.150243
-0.561253,0.344583,-0.402858,-0.141762
-0.561181,0.337755,-0.402501,-0.134354
-0.56111,0.325413,-0.402143,-0.132042
