UV 1_280_ml,UV 1_280_mAU,UV 2_485_ml,UV 2_485_mAU
-0.519101,-0.653182,-0.396442,-0.201244
-0.518959,-0.653039,-0.396088,-0.201081
-0.518817,-0.65374,-0.395734,-0.199576
-0.518676,-0.654449,-0.395379,-0.201561
-0.518534,-0.655149,-0.395025,-0.205232
-0.518392,-0.655843,-0.394671,-0.211594
-0.51825,-0.656536,-0.394317,-0.215821
-0.518109,-0.65745,-0.393962,-0.216979
-0.517967,-0.658809,-0.393608,-0.216118
-0.517825,-0.660414,-0.393254,-0.215348
-0.517684,-0.662126,-0.3929,-0.219378
-0.517542,-0.66384,-0.392545,-0.224608
-0.5174,-0.665556,-0.392191,-0.231073
-0.517259,-0.667275,-0.391837,-0.232972
